fileid,date_cases_IMPUTED,cases_extracted,country_extracted,date_extracted,deaths_extracted,virus_extracted
2003_06_19-en,,,China,,,SARS
2003_06_20-en,,,Hong Kong,2003/6/22,,SARS
2003_06_23-en,,,Hong Kong,2003/6/23,,SARS
2003_06_24-en,,2521.0,China,2003/6/24,191.0,SARS
2003_06_24a-en,,10.0,Algeria,2003/6/23,1.0,Crayfish plague
2003_06_25-en,,1.0,China,2003/6/25,0.0,SARS
2003_06_26-en,,,,2003/6/26,,SARS
2003_06_27-en,,1.0,China,,0.0,SARS
2003_06_30-en,,,,2003/6/30,,SARS
2003_07_01-en,,,,2003/7/1,,SARS
2003_07_02-en,,,Canada,2003/7/2,,SARS
2003_07_03-en,,,,,,SARS
2003_07_03a-en,,586.0,Angola,2003/7/3,,Cholera
2003_07_03b-en,,10.0,Algeria,2003/7/3,1.0,Crayfish plague
2003_07_04-en,,300.0,China,2002/11/1,5.0,SARS
2003_07_05-en,,674.0,China,2003/7/5,84.0,SARS
2003_07_10-en,,10.0,Algeria,2003/7/10,,Yersinia Pestis
2003_07_15-en,,1630.0,Angola,2003/7/15,15.0,Cholera
2003_07_28-en,,31.0,Hong Kong,2003/7/28,0.0,Avian influenza
2003_08_13-en,,1944.0,Angola,2003/8/13,17.0,Cholera
2003_08_14a-en,,29.0,France,2003/8/14,2.0,
2003_08_18a-en,,240.0,Angola,2003/8/18,,Cholera
2003_08_19-en,,46.0,Sierra Leone,2003/8/19,,Yellow Fever
2003_08_25a-en,,143.0,Canada,2003/8/25,,OC43
2003_08_29-en,,50.0,Pakistan,2003/8/9,3.0,Diphosgene
2003_09_02-en,,6353.0,Angola,2003/9/2,,Cholera
2003_09_10-en,,1.0,Singapore,2003/9/10,0.0,SARS
2003_09_16-en,,1.0,Singapore,2003/9/16,0.0,SARS
2003_09_24-en,,1.0,Singapore,2003/9/24,0.0,SARS
2003_09_30a-en,,90.0,Sierra Leone,2003/9/30,10.0,Yellow Fever
2003_10_09-en,,1.0,Ghana,2003/7/22,0.0,Poliomyelitis
2003_10_10-en,,1.0,Burkina Faso,2003/10/10,0.0,Yellow Fever
2003_10_29-en,,2.0,Chad,2003/10/29,0.0,Coronavirus
2003_10_30-en,,1723.0,India,2003/10/30,4.0,Dengue Fever
2003_11_05a-en,,379.0,Congo,2003/11/5,23.0,Shigellosis
2003_11_07-en,,12.0,Congo,2003/11/7,9.0,Hemorrhagic fever
2003_11_12-en,,2185.0,India,2003/11/12,,Dengue Fever
2003_11_17-en,,11.0,Congo,2003/11/17,11.0,Hemorrhagic fever
2003_11_20-en,,265.0,Benin,2003/11/20,3.0,Cholera
2003_11_21a-en,,,South America,2003/11/21,5.0,H2N2
2003_11_25a-en,,36.0,Congo,2003/11/24,18.0,Hemorrhagic fever
2003_12_03-en,,47.0,Congo,2003/12/3,28.0,Hemorrhagic fever
2003_12_04a-en,,,"South Korea, Ireland, Germany, Spain, Hungary, Britain, Finland, Austria, Sweden, Italy, Japan, Holland, Croatia, Chile, Czech Republic, Lithuania, Norway, Costa Rica, Turkey, Russia",2003/12/4,,Avian influenza
2003_12_10a-en,,,"Norway, Denmark, and Finland",2003/12/10,,Avian influenza
2003_12_12-en,,31.0,Congo,2003/12/11,29.0,Hemorrhagic fever
2003_12_17a-en,,,global,2003/12/17,,Avian influenza
2003_12_17c-en,,1216.0,Mali,2003/12/12,106.0,
2003_12_23-en,,,Egypt,2003/12/23,,Avian influenza
2003_12_28-en,,,,,,
2003_12_30-en,,1.0,China,2003/12/30,0.0,SARS
2003_2_19-en,,1.0,Hong Kong,2003/2/19,2.0,Avian influenza
2003_2_20-en,,305.0,China,2003/2/20,5.0,Chlamydia abortus
2004_01_05-en,,1.0,China,2004/1/5,0.0,SARS
2004_01_06-en,,35.0,Congo,2003/12/24,29.0,Hemorrhagic fever
2004_01_07-en,,,Multiple countries,2003/12/23,,Avian influenza
2004_01_08-en,,2.0,China,2004/1/8,0.0,SARS
2004_01_13a-en,,,North Korea,2004/1/13,,A/Fujian/411/2002 (H3N2)-like
2004_01_14-en,,3.0,Viet Nam,2004/1/14,3.0,Avian influenza
2004_01_16-en,,4.0,Viet Nam,2004/1/16,4.0,H5N1
2004_01_19-en,,5.0,Viet Nam,2004/1/17,5.0,Avian influenza
2004_01_20-en,,5.0,Viet Nam,2004/1/20,5.0,Avian influenza
2004_01_21-en,,5.0,Viet Nam,2004/1/6,5.0,A/Fujian/411/2002 (H3N2)-like
2004_01_22-en,,,Viet Nam,2004/1/22,,H5N1
2004_01_23-en,,2.0,Thailand,2004/1/23,0.0,Avian influenza
2004_01_24-en,,7.0,Viet Nam,2004/1/24,6.0,Avian influenza
2004_01_26-en,,3.0,Thailand,2004/1/26,1.0,Avian influenza
2004_01_27a-en,,3.0,Thailand,2004/1/27,2.0,Avian influenza
2004_01_27b-en,,,China,2004/1/27,,Avian influenza
2004_01_28-en,,131.0,Chad,2004/1/28,11.0,Cholera
2004_01_28a-en,,8.0,Viet Nam,2004/1/28,6.0,Avian influenza
2004_01_29-en,,,,2004/1/29,1.0,H5N1
2004_01_30-en,,,China,2004/1/30,,Avian influenza
2004_01_31-en,,4.0,China,2004/1/31,0.0,SARS
2004_02_01-en,,10.0,Viet Nam,2004/1/1,8.0,Avian influenza
2004_02_02-en,,4.0,Thailand,2004/2/2,3.0,Avian influenza
2004_02_03-en,,13.0,Viet Nam,2004/2/3,9.0,Avian influenza
2004_02_04-en,,4.0,Thailand,2004/2/3,4.0,H5N1
2004_02_05-en,,15.0,Viet Nam,2004/2/5,11.0,H5N1
2004_02_06-en,,2.0,Viet Nam,2004/2/6,2.0,H5N1
2004_02_09-en,,18.0,Viet Nam,2004/2/9,13.0,H5N1
2004_02_11-en,,,China,2004/2/11,,H5N1
2004_02_12-en,,42.0,People's Republic of Bangladesh,2004/2/12,14.0,Nipah Virus
2004_02_12a-en,,19.0,"Viet Nam, Indonesia",2004/2/12,14.0,H5N1
2004_02_13-en,,8.0,Thailand,2004/2/13,6.0,H5N1
2004_02_16-en,,20.0,Viet Nam,2004/2/16,14.0,H5N1
2004_02_17-en,,21.0,Viet Nam,2004/2/17,14.0,H5N1
2004_02_18a-en,,236.0,Burundi,2004/2/18,6.0,Cholera
2004_02_19-en,,22.0,Viet Nam,2004/2/19,15.0,H5N1
2004_02_20-en,,9.0,Thailand,2004/2/20,7.0,H5N1
2004_02_23-en,,23.0,Viet Nam,2004/2/23,15.0,H5N1
2004_02_25a-en,,,Angola,2004/2/25,,Yellow Fever
2004_02_26a-en,,14626.0,The Netherlands,2004/2/26,260.0,Dengue Fever
2004_02_27-en,,10.0,Thailand,2004/2/27,7.0,H5N1
2004_03_02-en,,,Thailand,2004/3/2,,H5N1
2004_03_04-en,,33.0,Angola,2004/3/4,8.0,
2004_03_05-en,,23857.0,The Netherlands,2004/3/5,367.0,Dengue Fever
2004_03_09-en,,11.0,Thailand,2004/3/9,7.0,H5N1
2004_03_11-en,,39.0,Angola,2004/3/9,8.0,
2004_03_17-en,,12.0,Thailand,2004/3/17,8.0,Avian influenza
2004_03_22a-en,,1.0,Viet Nam,2004/3/22,1.0,H5N1
2004_03_23-en,,15237.0,Mozambique,2004/3/23,85.0,Cholera
2004_03_26-en,,2783.0,Burkina Faso,2004/3/26,527.0,Meningococcal (Group C)
2004_03_26a-en,,327.0,Jigwa state,2004/3/26,46.0,
2004_03_29-en,,40337.0,The Netherlands,2004/3/29,507.0,Dengue Fever
2004_04_05-en,,2.0,Canada,2004/3/13,0.0,Avian influenza
2004_04_08a-en,,43.0,Congo,2004/4/8,7.0,Meningococcal (Group C)
2004_04_08b-en,,19.0,Iriba district,2004/4/8,4.0,Meningococcal (Group C)
2004_04_20a-en,,,Kenema District,2004/4/20,,Lassa Fever
2004_04_22-en,,1.0,China,2004/4/22,0.0,SARS
2004_04_23-en,,4.0,China,2004/4/23,1.0,SARS
2004_04_26-en,,8.0,China,2004/4/26,1.0,SARS
2004_04_28-en,,9.0,China,2004/4/28,1.0,SARS
2004_04_29-en,,9.0,China,2004/4/29,1.0,SARS
2004_04_30-en,,9.0,China,2004/4/30,1.0,SARS
2004_05_05-en,,,China,2004/5/5,,SARS
2004_05_11a-en,,58301.0,The Netherlands,2004/5/11,658.0,Dengue Fever
2004_05_18a-en,,,China,2004/5/18,,SARS
2004_05_24-en,,19.0,Sudan (W Equatoria),2004/5/24,4.0,Hemorrhagic fever
2004_05_26-en,,20.0,Sudan (W Equatoria),2004/5/26,5.0,Hemorrhagic fever
2004_06_01a-en,,25.0,Sudan (W Equatoria),2004/6/1,6.0,Hemorrhagic fever
2004_06_02a-en,,32.0,United States,2004/6/2,,Salmonellosis
2004_06_07-en,,28.0,Sudan (W Equatoria),2004/6/7,7.0,Hemorrhagic fever
2004_06_11-en,,30.0,Sudan (W Equatoria),2004/6/10,7.0,Hemorrhagic fever
2004_06_15-en,,2924.0,Cameroon,2004/6/15,46.0,V. cholerae
2004_06_17a-en,,141.0,United Republic of Tanzania,2004/6/17,6.0,Leptospirosis
2004_06_22-en,,18.0,Sudan (W Equatoria),2004/6/22,6.0,Hemorrhagic fever
2004_07_06-en,,17.0,Yambio County,2004/7/6,7.0,Hemorrhagic fever
2004_07_08-en,,,South East Asia,2004/7/8,,Avian influenza
2004_07_14-en,,1340.0,Sudan (W Equatoria),2004/7/14,11.0,Shigellosis
2004_07_16-en,,,"Japan, Thailand, China",2004/7/16,,Avian influenza
2004_07_30-en,,,"Myanmar, Sri Lanka, India, Indonesia, Thailand",2004/7/30,,H5N1
2004_08_07-en,,17.0,Sudan (W Equatoria),2004/8/7,7.0,Hemorrhagic fever
2004_08_10-en,,625.0,Egypt,2004/8/10,22.0,Hepatitis E
2004_08_12-en,,3.0,Viet Nam,2004/8/12,3.0,Avian influenza
2004_08_13-en,,3.0,Viet Nam,2004/8/13,3.0,Avian influenza
2004_08_18-en,,3.0,Viet Nam,2004/8/18,3.0,H5N1
2004_08_19-en,,672.0,Egypt,2004/8/19,21.0,Hepatitis E
2004_08_20-en,,,China,2004/8/20,,H5N1
2004_08_25-en,,,China,2004/8/25,,H5N1
2004_08_30-en,,2431.0,Egypt,2004/8/30,41.0,Hepatitis E
2004_08_31-en,,959.0,Goz Amer and Goz Beida,2004/8/31,30.0,Hepatitis E
2004_09_01a-en,,,France,2004/8/26,1.0,Rabies
2004_09_06-en,,1077.0,,2004/9/6,35.0,Hepatitis E
2004_09_07-en,,4.0,Viet Nam,2004/9/7,28.0,Avian influenza
2004_09_08-en,,3753.0,Sudan (W Equatoria),2004/9/8,55.0,Hepatitis E
2004_09_09-en,,1.0,Thailand,2004/9/9,1.0,Avian influenza
2004_09_14-en,,2.0,Ecuador,2004/8/15,1.0,Yellow Fever
2004_09_15-en,,1292.0,,2004/9/15,42.0,Hepatitis E
2004_09_27a-en,,1442.0,Chad,2004/9/27,46.0,Hepatitis E
2004_09_28a-en,,3.0,Thailand,2004/9/28,10.0,Avian influenza
2004_10_04-en,,16.0,Thailand,2004/10/4,11.0,Avian influenza
2004_10_25-en,,17.0,Thailand,2004/10/25,12.0,Avian influenza
2004_10_29-en,,,,2004/10/29,,H5N1
2004_11_02-en,,128.0,Cameroon,2004/10/5,2.0,V. cholerae
2004_11_12-en,,861.0,Cameroon,2004/11/12,6.0,
2004_11_24-en,,1.0,Burkina Faso,2004/11/24,1.0,Yellow Fever
2004_12_03-en,,1616.0,Federal Republic of Nigeria,2004/12/3,126.0,Cholera
2004_12_15-en,,13400.0,Kinshasa,2004/12/15,134.0,S. typhimurium
2004_12_30-en,,28.0,Viet Nam,2004/12/30,20.0,H5N1
2005_01_06a-en,,3.0,Viet Nam,2005/1/6,2.0,Avian influenza
2005_01_07-en,,6.0,Guinea Bissau,2004/10/19,,Yellow Fever
2005_01_11-en,,33.0,Philippines,2005/1/11,19.0,Meningococcal (Group C)
2005_01_11a-en,,3.0,Chad,2005/1/11,0.0,Meningococcal (Group C)
2005_01_13-en,,31.0,Viet Nam,2005/1/13,23.0,H5N1
2005_01_14-en,,6.0,Viet Nam,2005/1/14,4.0,H5N1
2005_01_19a-en,,78.0,Philippines,2004/10/1,30.0,N. meningitidis
2005_01_19b-en,,1.0,Viet Nam,2005/1/19,1.0,Avian influenza
2005_01_20-en,,8.0,Chad,2005/1/20,,Meningococcal (Group C)
2005_01_21-en,,8.0,Viet Nam,2005/1/21,7.0,H5N1
2005_01_26-en,,10.0,Viet Nam,2005/1/26,9.0,Avian influenza
2005_01_28-en,,14.0,Chad,2005/1/28,,Meningococcal (Group C)
2005_01_28a-en,,98.0,Philippines,2004/10/1,32.0,Meningitis
2005_01_28b-en,,2.0,Viet Nam,2005/1/28,9.0,H5N1
2005_01_31-en,,67.0,East Timor,2005/1/31,8.0,Dengue Fever
2005_02_02-en,,1.0,Kingdom of Cambodia,2005/2/2,1.0,Avian influenza
2005_02_03-en,,95.0,East Timor,2005/2/3,11.0,Dengue Fever
2005_02_09-en,,,,2005/2/9,,
2005_02_10-en,,178.0,East Timor,2005/2/10,16.0,Dengue Fever
2005_02_14-en,,250.0,Egypt,2005/2/14,19.0,Meningococcal (Group C)
2005_02_15-en,,215.0,East Timor,2005/2/15,20.0,Dengue Fever
2005_02_18-en,,,Congo,2005/2/18,61.0,PneumococcalInfection
2005_03_01a-en,,336.0,East Timor,2005/3/1,22.0,Dengue Fever
2005_03_04-en,,57.0,Congo,2005/3/4,16.0,Yersinia Pestis
2005_03_07-en,,4.0,Viet Nam,2005/3/7,1.0,Avian influenza
2005_03_09-en,,114.0,Congo,2005/3/9,54.0,
2005_03_11-en,,24.0,Viet Nam,2005/3/11,13.0,Avian influenza
2005_03_15-en,,130.0,Congo,2005/3/15,57.0,
2005_03_17a-en,,,Sri Lanka,2005/3/17,,Myocarditis
2005_03_17b-en,,39.0,Angola,2005/3/15,39.0,Hemorrhagic fever
2005_03_23a-en,,27.0,Egypt,2005/3/23,,Meningococcal (Group C)
2005_03_24-en,,387.0,Chad,2005/3/24,53.0,Meningococcal (Group C)
2005_03_24a-en,,,,2005/3/24,,Marburg Hemorrhagic Fever
2005_03_29-en,,2054.0,Cameroon,2005/3/29,8.0,Cholera
2005_03_29a-en,,124.0,Angola,2005/3/29,117.0,Marburg Hemorrhagic Fever
2005_03_29b-en,,28.0,Viet Nam,2005/3/29,1.0,Avian influenza
2005_03_30-en,,,South Korea (Rep of),2005/3/27,,Avian influenza
2005_03_31a-en,,132.0,Angola,2005/3/30,127.0,
2005_04_01-en,,140.0,Angola,2005/4/1,132.0,Marburg Hemorrhagic Fever
2005_04_04a-en,,163.0,Angola,2005/4/4,150.0,Marburg Hemorrhagic Fever
2005_04_05-en,,,,,,
2005_04_06-en,,181.0,Angola,2005/4/6,156.0,Marburg Hemorrhagic Fever
2005_04_06a-en,,71.0,Egypt,2005/4/6,5.0,Meningococcal (Group C)
2005_04_07-en,,200.0,Angola,2005/4/6,173.0,Marburg Hemorrhagic Fever
2005_04_08a-en,,205.0,Angola,2005/4/8,180.0,Marburg Hemorrhagic Fever
2005_04_11-en,,214.0,Angola,2005/4/11,194.0,Marburg Hemorrhagic Fever
2005_04_12-en,,1.0,Kingdom of Cambodia,2005/4/12,1.0,Avian influenza
2005_04_13-en,,231.0,Angola,2005/4/13,210.0,Marburg Hemorrhagic Fever
2005_04_14a-en,,235.0,Angola,2005/4/14,215.0,Marburg Hemorrhagic Fever
2005_04_15-en,,224.0,Angola,2005/4/15,207.0,Marburg Hemorrhagic Fever
2005_04_20-en,,1187.0,Cameroon,2005/4/20,14.0,
2005_04_21-en,,266.0,Angola,2005/4/21,239.0,Marburg Hemorrhagic Fever
2005_04_22-en,,266.0,Angola,2005/4/22,244.0,Marburg Hemorrhagic Fever
2005_04_25-en,,4.0,Yemen,2005/4/20,,Coronavirus
2005_04_29-en,,275.0,Angola,2005/4/29,255.0,Marburg Hemorrhagic Fever
2005_05_04-en,,4.0,Kingdom of Cambodia,2005/4/19,1.0,Avian influenza
2005_05_06-en,,308.0,Angola,2005/5/6,277.0,Marburg Hemorrhagic Fever
2005_05_09-en,,111.0,India,2005/5/9,15.0,Meningococcal (Group C)
2005_05_11-en,,316.0,Angola,2005/5/10,276.0,Marburg Hemorrhagic Fever
2005_05_12-en,,214.0,India,2005/5/12,16.0,N. meningitidis
2005_05_13a-en,,509.0,Cameroon,2005/5/13,6.0,
2005_05_17-en,,303.0,India,2005/5/16,26.0,Meningococcal (Group C)
2005_05_18a-en,,337.0,Angola,2005/5/18,311.0,Marburg Hemorrhagic Fever
2005_05_19-en,,49.0,Viet Nam,2005/5/19,17.0,Avian influenza
2005_05_25-en,,12.0,Cuvette Ouest region,2005/5/24,9.0,
2005_05_27a-en,,399.0,Angola,2005/5/26,335.0,Marburg Hemorrhagic Fever
2005_05_30a-en,,368.0,India,2005/5/26,37.0,serogroup B meningitis
2005_06_06-en,,20.0,The Netherlands,2005/6/6,,Coronavirus
2005_06_07-en,,423.0,Angola,2005/6/7,357.0,Marburg Hemorrhagic Fever
2005_06_08a-en,,52.0,Viet Nam,2005/6/8,18.0,Avian influenza
2005_06_09-en,,34.0,The Netherlands,2005/6/9,,Poliomyelitis
2005_06_14a-en,,39.0,The Netherlands,2005/6/14,,Poliomyelitis
2005_06_14b-en,,55.0,Viet Nam,2005/6/14,18.0,Avian influenza
2005_06_15-en,,46.0,The Netherlands,2005/6/15,,Poliomyelitis
2005_06_16a-en,,6.0,Viet Nam,2005/6/16,,Avian influenza
2005_06_17a-en,,4.0,Viet Nam,2005/6/17,18.0,Avian influenza
2005_06_20-en,,51.0,The Netherlands,2005/6/20,,Poliomyelitis
2005_06_21-en,,3245.0,Pakistan,2005/6/21,,Cholera
2005_06_27-en,,10.0,The Netherlands,2005/6/26,,Poliomyelitis
2005_06_28-en,,60.0,Viet Nam,2005/6/28,18.0,Avian influenza
2005_06_30-en,,,Viet Nam,2005/6/30,,H5N1
2005_07_01a-en,,1.0,Angola,2005/6/24,0.0,Poliomyelitis
2005_07_04-en,,13.0,The Netherlands,2005/7/4,,Poliomyelitis
2005_07_05-en,,21.0,The Netherlands,2005/7/5,,Poliomyelitis
2005_07_08a-en,,469.0,Cameroon,2005/7/8,4.0,
2005_07_13-en,,351.0,Uige Province,2005/7/13,312.0,Marburg Hemorrhagic Fever
2005_07_15-en,,532.0,Cameroon,2005/7/15,6.0,
2005_07_21a-en,,3.0,The Netherlands,2005/7/21,3.0,H5N1
2005_07_29a-en,,368.0,Angola,2005/7/28,323.0,Marburg Hemorrhagic Fever
2005_07_29b-en,,49.0,Niger,2005/7/29,5.0,V. cholerae
2005_07_29c-en,,1.0,The Netherlands,2005/7/29,0.0,Avian influenza
2005_08_03-en,,206.0,China,2005/8/3,38.0,Streptococcus suis
2005_08_05-en,,63.0,Viet Nam,2005/8/5,20.0,Avian influenza
2005_08_17-en,,,,,,
2005_08_18-en,,,Kazakhstan (Almaty),2005/8/18,,H5N1
2005_08_24-en,,374.0,Angola,2005/8/24,329.0,Marburg
2005_08_25-en,,7.0,Angola,2005/8/25,,Poliomyelitis
2005_08_25a-en,,225.0,The Netherlands,2005/8/24,,Coronavirus
2005_08_26-en,,31259.0,South Africa (KwaZulu Natal),2005/8/26,517.0,Cholera
2005_08_31-en,,7.0,Cameroon,2005/8/31,4.0,Yellow Fever
2005_09_06-en,,15.0,Ethiopia,2005/9/6,,Poliomyelitis
2005_09_13a-en,,1145.0,India,2005/9/13,296.0,Japanese Encephalitis
2005_09_16-en,,1.0,The Netherlands,2005/9/16,1.0,Avian influenza
2005_09_19-en,,64.0,Viet Nam,2005/9/19,21.0,H5N1
2005_09_22a-en,,3.0,The Netherlands,2005/9/22,0.0,H5N1
2005_09_23-en,,14303.0,South Africa (KwaZulu Natal),2005/9/23,252.0,Cholera
2005_09_29-en,,4.0,The Netherlands,2005/9/29,3.0,Avian influenza
2005_09_30-en,,251.0,The Netherlands,2005/9/30,,Poliomyelitis
2005_10_10-en,,5.0,The Netherlands,2005/10/10,3.0,Avian influenza
2005_10_13-en,,,Turkey,2005/10/13,,Avian influenza
2005_10_20a-en,,18.0,Thailand,2005/10/20,13.0,Avian influenza
2005_10_24-en,,1.0,Thailand,2005/10/24,1.0,Avian influenza
2005_11_01-en,,20.0,Thailand,2005/11/1,13.0,Avian influenza
2005_11_02-en,,9.0,Guinea Bissau,2005/10/30,,Yellow Fever
2005_11_03-en,,,Mali,2005/11/3,1.0,Yellow Fever
2005_11_07-en,,2.0,The Netherlands,2005/11/7,5.0,Avian influenza
2005_11_07a-en,,63.0,Angola,2005/3/21,3.0,Marburg Hemorrhagic Fever
2005_11_09-en,,65.0,Viet Nam,2005/11/9,22.0,Avian influenza
2005_11_10-en,,21.0,Mali,2005/11/10,14.0,Yellow Fever
2005_11_14-en,,4.0,Thailand,2005/11/14,13.0,Avian influenza
2005_11_16-en,,28.0,Mali,2005/11/13,14.0,Yellow Fever
2005_11_17-en,,2.0,China,2005/11/17,1.0,Avian influenza
2005_11_21-en,,404.0,Egypt,2005/11/21,118.0,Yellow Fever
2005_11_24-en,,3.0,China,2005/11/24,2.0,Avian influenza
2005_11_25-en,,66.0,Viet Nam,2005/11/25,22.0,Avian influenza
2005_11_28a-en,,53.0,Mali,2005/11/22,23.0,Yellow Fever
2005_11_29-en,,12.0,The Netherlands,2005/11/29,7.0,Avian influenza
2005_12_06-en,,13.0,The Netherlands,2005/12/6,8.0,Avian influenza
2005_12_07a-en,,4.0,China,2005/12/7,2.0,Avian influenza
2005_12_09-en,,5.0,China,2005/12/9,2.0,Avian influenza
2005_12_09a-en,,565.0,Egypt,2005/12/9,143.0,
2005_12_14-en,,14.0,The Netherlands,2005/12/14,9.0,Avian influenza
2005_12_16-en,,6.0,China,2005/12/16,2.0,Avian influenza
2005_12_19-en,,114.0,Guinea Bissau,2005/12/19,26.0,Yellow Fever
2005_12_23-en,,2.0,The Netherlands,2005/12/23,11.0,Avian influenza
2005_12_30-en,,7.0,China,2005/12/30,3.0,Avian influenza
2006_01_05-en,,11.0,Turkey,2006/1/5,2.0,H5N1
2006_01_07-en,,4.0,Turkey,2006/1/7,3.0,Avian influenza
2006_01_09-en,,14.0,Turkey,2006/1/9,2.0,H5N1
2006_01_10a-en,,15.0,Turkey,2006/1/10,,Avian influenza
2006_01_12-en,,18.0,Turkey,2006/1/12,3.0,Avian influenza
2006_01_14-en,,17.0,The Netherlands,2006/1/14,12.0,Avian influenza
2006_01_16-en,,20.0,Turkey,2006/1/16,4.0,Avian influenza
2006_01_18-en,,21.0,Turkey,2006/1/18,4.0,Avian influenza
2006_01_19-en,,9.0,China,2006/1/19,6.0,Avian influenza
2006_01_23-en,,2.0,The Netherlands,2006/1/23,2.0,Avian influenza
2006_01_25a-en,,10.0,China,2006/1/25,7.0,Avian influenza
2006_01_30-en,,21.0,Turkey,2006/1/30,4.0,Avian influenza
2006_01_30a-en,,3.0,Iraq,2006/1/30,2.0,Avian influenza
2006_02_02-en,,2.0,Iraq,2006/2/2,2.0,Avian influenza
2006_02_03-en,,136.0,Egypt,2006/2/3,15.0,Meningococcal (Group C)
2006_02_06-en,,4.0,The Netherlands,2006/2/6,2.0,Avian influenza
2006_02_07-en,,7.0,Iraq,2006/2/7,3.0,H5N1
2006_02_08-en,,,Federal Republic of Nigeria,2006/2/8,,Avian influenza
2006_02_09-en,,11.0,China,2006/2/9,7.0,Avian influenza
2006_02_10-en,,301.0,United Republic of Tanzania,2006/2/10,23.0,Meningitis
2006_02_13a-en,,12.0,China,2006/2/13,8.0,Avian influenza
2006_02_17-en,,1.0,Iraq,2006/2/17,1.0,Avian influenza
2006_02_17a-en,,1722.0,Reunion,2006/2/17,,Chikungunya virus disease
2006_02_20-en,,26.0,The Netherlands,2006/2/20,19.0,Avian influenza
2006_02_21-en,,12.0,India,2006/2/27,,Avian influenza
2006_02_21b-en,,,India,2006/2/18,,H5N1
2006_02_22-en,,4.0,Federal Republic of Nigeria,2006/2/22,1.0,Avian influenza
2006_02_23-en,,,India,2006/2/23,,H5N1
2006_02_24-en,,3793.0,Sudan (W Equatoria),2006/2/24,77.0,Vibrio parahaemolyticus
2006_02_27a-en,,14.0,China,2006/2/27,8.0,Avian influenza
2006_02_28a-en,,,Germany,2006/2/28,,Avian influenza
2006_03_01a-en,,2.0,Iraq,2006/3/1,2.0,Avian influenza
2006_03_03a-en,,74.0,Kenya,2006/2/26,15.0,Meningococcal (Group C)
2006_03_06a-en,,15.0,China,2006/3/6,9.0,Avian influenza
2006_03_08-en,,15.0,China,2006/3/8,10.0,Avian influenza
2006_03_09a-en,,1.0,Germany,2006/3/9,1.0,H5N1
2006_03_10a-en,,10.0,Azerbaijan,2006/3/10,3.0,Avian influenza
2006_03_13-en,,29.0,The Netherlands,2006/3/13,22.0,Avian influenza
2006_03_14-en,,3.0,Azerbaijan,2006/3/14,3.0,Avian influenza
2006_03_16-en,,1.0,People's Republic of Bangladesh,2006/3/16,0.0,Poliomyelitis
2006_03_17-en,,3115.0,Reunion Island,2005/3/5,,Chikungunya virus disease
2006_03_20-en,,1.0,Egypt,2006/3/20,1.0,Avian influenza
2006_03_21-en,,5719.0,"Cameroon, Central African Republic",2006/3/21,580.0,Meningitis
2006_03_21a-en,,7.0,Azerbaijan,2006/3/21,5.0,H5N1
2006_03_22a-en,,152.0,Thailand,2006/3/20,0.0,botulinal toxin
2006_03_24a-en,,199.0,Somalia,2006/3/24,,Poliomyelitis
2006_03_24c-en,,16.0,China,2006/3/24,11.0,Avian influenza
2006_03_29-en,,5.0,Egypt,2006/3/29,2.0,Avian influenza
2006_04_03-en,,4.0,Egypt,2006/4/3,2.0,Avian influenza
2006_04_04-en,,30.0,The Netherlands,2006/4/4,23.0,Avian influenza
2006_04_06a-en,,11.0,Egypt,2006/4/6,3.0,Avian influenza
2006_04_11-en,,8.0,Azerbaijan,2006/4/11,5.0,H5N1
2006_04_12-en,,31.0,The Netherlands,2006/4/12,23.0,Avian influenza
2006_04_13-en,,12.0,Egypt,2006/4/13,3.0,Avian influenza
2006_04_19-en,,17.0,China,2006/4/19,11.0,Avian influenza
2006_04_19a-en,,32.0,The Netherlands,2006/4/19,24.0,Avian influenza
2006_04_21a-en,,12.0,Egypt,2006/4/21,4.0,Avian influenza
2006_04_27-en,,18.0,China,2006/4/27,12.0,Avian influenza
2006_05_04-en,,13.0,Egypt,2006/5/4,4.0,Avian influenza
2006_05_05-en,,1.0,Egypt,2006/5/5,5.0,Avian influenza
2006_05_08-en,,33.0,The Netherlands,2006/5/8,25.0,Avian influenza
2006_05_10-en,,30612.0,Angola,2006/5/8,1156.0,
2006_05_12-en,,1.0,Djibouti,2006/5/12,0.0,Avian influenza
2006_05_18a-en,,13852.0,Sudan (W Equatoria),2006/5/18,516.0,
2006_05_18b-en,,7.0,The Netherlands,2006/5/18,6.0,Avian influenza
2006_05_18c-en,,14.0,Egypt,2006/5/18,6.0,Avian influenza
2006_05_19-en,,41.0,The Netherlands,2006/5/19,32.0,Avian influenza
2006_05_22-en,,7.0,The Netherlands,2006/5/22,6.0,Avian influenza
2006_05_23-en,,7.0,The Netherlands,2006/5/23,6.0,Avian influenza
2006_05_25-en,,38897.0,Angola,2006/5/25,1437.0,
2006_05_29-en,,6.0,The Netherlands,2006/5/29,3.0,Avian influenza
2006_05_31-en,,7.0,The Netherlands,2006/5/31,6.0,H5N1
2006_06_06a-en,,41475.0,Angola,2006/6/6,1576.0,
2006_06_06b-en,,49.0,The Netherlands,2006/6/6,37.0,Avian influenza
2006_06_07-en,,34.0,Angola,2006/6/7,7.0,Coronavirus
2006_06_09-en,,43076.0,Angola,2006/6/9,1642.0,Cholera
2006_06_14-en,,100.0,"Ituri district, Oriental province",2006/6/13,19.0,PneumococcalInfection
